pdb_id,resolution,r_free
1pwp,2.9,0.274
1pww,2.8,0.288
1pwy,2.8,0.301
1pzj,1.46,0.15925
1pzk,1.35,0.17347
1pzy,2.3,0.253
1pzz,2.0,0.227
1q0a,2.0,0.258
1q0u,1.85,0.284
1q0y,2.0,0.239
1q18,2.36,0.267
1q1b,2.8,0.304
1q1f,1.5,0.2075
1q1j,2.5,0.285
1q1t,2.5,0.233
1q1u,1.7,0.24
1q2c,2.25,0.279
1q3o,1.8,0.251
1q3v,2.91,0.276
1q4n,2.07,0.20585
1q4o,2.2,0.288
1q50,2.6,0.2498
1q5d,1.93,0.26002
1q5q,2.6,0.264
1q5t,1.9,0.25384
1q5x,2.0,0.274
1q63,1.85,0.208
1q6y,1.99,0.2
1q8o,2.2,0.218
1q8u,1.9,0.206
1q9i,1.6,0.19711
1q9s,2.42,0.26
1qaf,2.2,0.24429
1qap,2.8,0.274
1qaw,2.5,0.299
1qay,2.8,0.266
1qb0,1.91,
1qbm,2.37,0.269
1qcd,2.48,0.25
1qd1,1.7,0.213
1qdw,2.1,0.266
1qe0,2.7,0.27
1qe1,2.85,0.346
1qe5,2.2,0.26
1qe6,2.35,0.278
1qf2,2.06,0.222
1qf9,1.7,0.244
1qgi,1.6,0.235
1qgj,1.9,0.205
1qgv,1.4,0.269
1qhh,2.5,0.285
1qhu,2.3,0.289
1qhv,1.51,0.143
1qi0,2.1,0.21
1qid,2.05,0.229
1qiq,1.5,0.199
1qit,1.9,
1qj1,2.0,
1qj8,1.9,0.246
1qje,1.35,0.1874
1qjf,1.4,0.2047
1qko,2.1,0.3033
1qlh,2.07,0.254
1qlu,2.4,0.273
1qm4,2.66,0.29
1qmb,2.6,0.258
1qoo,2.75,0.2076
1qos,2.95,0.223
1qoz,1.9,0.247
1qpw,1.8,0.251
1qq9,1.53,0.173
1qqy,1.85,0.215
1qt3,1.85,
1qts,1.4,0.209
1qu0,2.35,0.255
1quf,2.25,0.265
1quh,1.85,
1qvo,2.22,0.255
1qw0,1.9,0.27098
1qw6,2.1,0.243
1qw9,1.2,0.179
1qwg,1.6,0.19269
1qwz,1.75,0.228
1qy0,1.8,0.218
1qy7,2.0,0.227
1qyg,1.81,0.216
1qyz,1.4,0.2595
1qzn,1.9,0.19868
1r0f,1.6,0.2055
1r0p,1.8,0.19726
1r1t,1.7,0.249
1r1y,1.8,0.236
1r2g,2.7,0.23
1r2z,1.63,0.233
1r37,2.3,0.225
1r3g,1.16,0.174
1r3w,1.7,0.18887
1r43,2.8,0.27395
1r50,1.45,0.216
1r5w,2.9,0.308
1r5y,1.2,0.1985
1r66,1.44,0.231
1r6d,1.35,0.216
1r6f,2.17,0.284
1r6n,2.4,0.266
1r6o,2.25,0.20546
1r71,2.2,0.25028
1r81,1.75,0.227
1r82,1.55,0.258
1r8m,1.7,0.23136
1r8q,1.86,0.22045
1r9l,1.59,0.186
1rap,2.25,
1rbl,2.2,
1rbn,2.1,
1rcv,1.6,0.19339
1rd9,1.44,0.18357
1re7,2.6,
1reg,1.9,0.214
1rf6,1.9,0.229
1rge,1.15,
1rgf,1.2,
1rh2,2.9,0.311
1rih,2.5,0.238
1rio,2.3,0.254
1rj4,2.0,0.255
1rk3,2.2,0.24255
1rl2,2.3,0.258
1rli,1.8,0.23
1rlu,2.08,0.22442
1rm5,2.1,0.254
1rmr,2.5,0.22974
1rnm,2.0,
1ro8,2.05,0.262
1ror,2.0,0.228
1row,2.0,0.274
1rpi,1.86,0.296
1rqf,2.89,0.266
1rqn,2.8,0.277
1rra,2.5,0.277
1rrp,2.96,0.304
1rrx,2.1,0.272
1rsn,2.0,
1rt8,2.0,0.27
1rt9,2.3,0.281
1rv1,2.3,0.322
1rv5,2.1,0.272
1rv6,2.45,0.26022
1rvj,2.75,0.237
1rvk,1.7,0.212
1rvt,2.5,0.247
1rw1,1.02,0.139
1rw4,2.5,0.272223
1rw9,1.35,0.17503
1rwo,2.1,0.2418
1rx5,2.3,
1rxj,1.14,0.20029
1rxw,2.0,0.278
1ryq,1.38,0.20435
1rys,2.03,0.256
1rzg,2.0,0.251
1rzi,2.9,0.321
1rzy,1.8,0.242
1s00,2.6,0.268
1s0n,2.8,0.275
1s1c,2.6,0.257
1s1e,2.3,0.2732
1s1m,2.3,0.281
1s1s,2.1,0.28
1s2e,2.3,0.277
1s2g,2.1,0.298
1s3r,2.6,0.2951
1s3s,2.9,0.294
1s3v,1.8,0.192
1s3x,1.84,0.219
1s5h,2.2,0.24
1s5y,2.5,0.247
1s64,2.55,0.213
1s6f,1.8,0.198
1s73,1.53,0.2016
1s77,2.69,0.285
1s7q,1.99,0.20933
1s7t,2.3,0.25193
1s7w,2.4,0.24611
1s7y,1.75,0.243
1s81,1.7,0.216
1s82,1.85,0.214
1s8c,2.19,0.28
1s8l,2.3,0.253
1s99,1.65,0.22375
1s9a,2.47,0.28963
1s9g,2.8,0.312
1sbm,1.69,0.2004
1sbw,1.8,0.196
1sc1,2.6,0.27273
1sc8,2.4,0.24
1sca,2.0,
1sdi,1.65,0.18386
1sf8,2.6,0.261
1sh9,2.5,0.279
1sho,1.09,
1sig,2.6,0.315
1sjd,1.87,0.241
1sjn,1.8,0.19765
1sjw,1.35,0.176
1sle,2.0,0.233
1slx,2.2,0.267
1sly,2.8,0.268
1smb,1.55,0.1968
1smo,1.47,0.206
1so2,2.4,0.277
1spg,1.95,0.245
1spr,2.5,
1sps,2.7,
1sq4,2.7,0.262
1sqb,2.69,0.288
1sqg,1.65,0.25721
1sqk,2.5,0.278
1srj,1.8,
1ssy,2.4,0.236
1sta,1.7,
1su8,1.1,0.1849
1sul,2.0,0.25084
1sv3,1.35,0.24267
1sv5,2.9,0.326
1sv6,2.9,0.267
1svt,2.808,0.2741
1svv,2.1,0.22968
1svz,1.89,0.239
1sw5,1.8,0.21439
1swc,1.8,0.232
1swj,2.0,0.281
1swm,1.8,
1sww,2.3,0.278
1sxn,1.9,
1sxp,2.5,0.272
1sy0,1.15,0.17179
1sy6,2.1,0.255
1sz8,1.5,0.233
1t33,2.2,0.253
1t3w,2.8,0.30816
1t5l,2.6,0.28674
1t61,1.5,0.2
1t63,2.07,0.23
1t64,1.9,0.22087
1t6a,2.05,0.22462
1t6k,1.8,0.22209
1t6p,2.7,0.2532
1t80,2.1,0.265
1t8p,2.5,0.266
1tay,1.7,
1tb6,2.5,0.245
1tbf,1.3,0.1855
1tbh,2.7,0.296
1tbx,2.7,0.25945
1td5,2.3,0.299
1tdn,2.7,0.227
1tef,1.9,0.20379
1tf0,2.7,0.29497
1tfu,1.99,0.258
1tfv,2.9,0.28806
1tgo,2.5,0.271
1thc,2.3,
1thf,1.45,0.214
1ths,2.2,
1tif,1.8,0.233
1tj2,2.05,0.25015
1tje,1.5,0.224
1tjf,2.21,0.244
1tjx,1.04,0.184
1tl3,2.8,0.286
1tnb,2.85,0.21
1to1,1.68,0.1823
1toe,2.0,0.20213
1tog,2.31,0.23151
1tou,2.0,0.27947
1tpy,2.2,0.232
1tq9,2.0,0.269
1tqc,2.8,0.288
1tqw,1.2,0.184
1tr2,2.9,0.3005
1trb,2.0,
1tri,2.4,
1trq,2.3,
1ts0,1.6,0.1155
1tsv,2.9,
1tth,2.8,0.2637
1tto,2.1,0.238
1tvl,2.104,0.22801
1tvy,2.3,0.246
1twn,2.2,
1tws,2.0,0.25459
1tx6,2.2,0.274
1tx8,1.7,0.1931
1txc,2.3,0.239
1txq,1.8,0.243
1txx,2.2,
1tyo,2.15,0.24936
1tz2,2.1,0.25
1tzd,2.2,0.3052
1tzp,1.4,0.2061
1u0a,1.64,0.197
1u0v,1.9,0.227
1u1g,1.95,0.22148
1u1v,1.7,0.15338
1u2l,2.3,0.25097
1u2o,2.1,0.257
1u3c,2.6,0.254
1u3i,1.89,0.19233
1u3j,1.901,0.222
1u3v,1.65,0.185
1u5v,1.85,0.234
1u61,2.15,0.2164
1u6d,1.85,0.18237
1u6l,2.81,0.25712
1u8b,2.1,0.274
1u9a,2.0,0.25
1u9f,2.2,0.31977
1u9i,2.8,0.29
1u9m,2.0,0.266
1u9r,2.1,0.217
1uac,1.7,0.248
1ubm,1.4,0.1887
1ucd,1.3,0.203
1ude,2.66,0.2765
1udn,2.3,0.275
1udo,2.3,0.26
1uec,1.82,0.236
1ufq,2.5,0.287
1ugx,1.6,0.205
1uh9,2.0,0.194
1uhg,1.9,0.247
1uhl,2.9,0.32649
1uhn,2.1,0.248
1uid,1.95,
1uix,1.8,0.236
1uj4,1.8,0.215
1ujk,1.9,0.2452
1ujn,1.8,0.236
1uk2,2.2,0.253
1uk4,2.5,0.231
1uk8,1.6,0.19
1ulj,2.6,0.23361
1umh,2.0,0.19229
1un3,1.7,0.223
1ung,2.3,0.225
1uns,2.0,0.2254
1uoj,2.4,0.263
1uoq,2.1,0.205
1up2,1.9,0.177
1uqy,1.72,0.186
1ur4,2.2,0.236
1ur9,1.8,0.255
1urd,1.53,0.231
1urt,2.8,0.241
1usb,2.07,0.245
1usr,2.0,0.226
1utz,2.5,0.245
1uw9,2.05,0.19421
1uwk,1.19,0.179
1uxj,1.75,0.211
1uxr,2.3,0.227
1uxy,1.8,0.246
1uy0,1.65,0.177
1uy6,1.9,0.231
1uy8,1.98,0.204
1uz1,2.0,0.244
1uzl,2.0,0.25
1v1b,2.6,0.2658
1v1r,1.8,0.183
1v2e,2.6,0.286
1v2s,1.72,0.217
1v2x,1.5,0.277
1v2z,1.8,0.26413
1v3m,2.0,0.218
1v3n,1.8,0.249
1v3u,2.0,0.257
1v5e,1.6,0.2501
1v5x,2.0,0.296
1v6d,1.9,0.17849
1v6i,2.15,0.218
1v6s,1.5,0.215
1v8f,1.9,0.257
1v8m,1.8,0.244
1v8p,2.52,0.305
1v8t,2.6,0.245
1v9l,2.8,0.26
1va4,1.804,0.202
1vac,2.5,
1vao,2.5,0.29
1vb5,2.2,0.234
1vbd,2.9,
1vci,2.9,0.2972
1vcl,1.7,0.20116
1vd6,1.3,0.233
1vdg,2.8,0.301
1ve7,2.7,0.267
1vem,1.85,0.205
1vep,2.06,0.226
1vfg,2.8,0.2865
1vfm,2.9,0.248
1vfz,2.24,0.249
1vgw,2.35,0.317
1vhi,2.5,
1vi4,1.87,0.282
1vis,2.69,0.337
1viv,2.6,0.331
1vk1,1.2,0.175
1vk8,1.8,0.18956
1vlg,2.0,0.218
1vlm,2.2,0.2461
1vlp,1.75,0.20962
1vm0,1.8,0.2206
1vmd,2.06,0.21884
1vmi,2.32,0.24746
1vp8,1.3,0.16633
1vpo,2.15,0.274
1vqq,1.8,0.274
1vr0,2.49,0.22938
1vrg,2.3,0.2098
1vrt,2.2,
1vs3,2.25,0.234
1vsh,1.95,
1vsj,2.1,
1vsl,2.2,0.244
1vsv,2.0,0.238
1vtd,2.8,
1vtg,1.67,
1vtw,1.2,
1vty,1.3,
1vwi,1.5,0.235
1vxc,1.7,
1vxh,1.7,
1vyr,0.9,0.1398
1vzb,2.5,
1w15,1.93,0.233
1w1z,2.6,0.3821
1w29,2.3,0.268
1w3b,2.85,0.2974
1w3i,1.7,0.211
1w3o,1.6,0.211
1w3p,1.8,0.231
1w3y,1.65,0.21
1w42,1.8,0.224
1w55,2.3,0.222
1w5m,1.6,0.165
1w5y,1.9,0.218
1w6z,1.65,0.226
1w79,1.8,0.24
1w7v,2.0,0.18
1w7x,1.8,0.195
1w88,2.3,0.262
1wa5,2.0,0.2165
1wav,2.5,
1way,2.02,0.231
1wb5,1.4,0.139
1wb9,2.1,0.234
1wbd,2.4,0.259
1wde,2.0,0.244
1wdv,1.7,0.206
1wef,1.9,0.22
1wka,1.7,0.217
1wkf,2.2,0.25
1wkk,2.7,0.24
1wlh,2.8,0.26315
1wlk,1.9,0.212
1wp1,2.56,0.30772
1wqa,2.0,0.2359
1wqo,1.8,
1wqv,2.5,0.272
1wrk,2.15,0.251
1ws4,1.9,0.205
1wsf,2.3,0.29
1wsr,2.0,0.193
1wtg,2.2,0.251
1wtq,1.7,0.225
1wut,2.26,0.236
1wva,1.94,0.209
1www,2.2,0.266
1wx4,1.5,0.216
1wxf,2.3,0.217
1wxi,1.7,0.205
1wxr,2.2,0.24262
1wyb,1.8,0.203
1wzk,2.3,0.248
1wzn,1.9,0.233
1wzo,1.9,0.234
1x0k,2.6,0.309
1x0t,1.6,0.245
1x10,2.0,0.2481
1x1k,1.1,0.2316
1x1p,2.8,0.3
1x1t,1.52,0.213
1x3e,2.15,0.23855
1x3o,1.5,0.282
1x42,2.0,0.207
1x79,2.41,0.283
1x7d,1.6,0.19
1x7i,1.7,0.226
1x7t,1.6,0.252
1x88,1.8,0.225
1x8z,2.86,0.28
1x96,1.4,0.201
1xao,2.07,0.258
1xb1,2.7,0.277
1xbf,2.0,0.248
1xd8,2.7,0.296
1xdt,2.65,0.29
1xed,1.9,0.244
1xeg,1.81,0.21
1xep,1.55,0.219
1xfp,1.5,0.216
1xg8,2.1,0.283
1xgj,1.97,0.215
1xgv,2.2,0.25059
1xgy,2.71,0.272
1xhb,2.5,0.255
1xhz,2.7,0.268
1xi3,1.7,0.2147
1xiu,2.5,0.24332
1xiv,1.7,0.17884
1xja,2.4,0.256
1xjj,1.86,0.24066
1xk0,2.18,0.266
1xk1,2.08,
1xk6,1.85,0.215
1xk7,1.6,0.213
1xk8,2.7,0.28316
1xka,2.3,0.287
1xlr,1.94,0.236
1xm8,1.74,0.189
1xnz,1.52,0.25
1xp1,1.8,0.269
1xp6,1.7,0.267
1xp9,1.8,0.299
1xpz,2.02,0.223
1xq1,2.1,0.316
1xq6,1.8,0.2776
1xqd,1.8,0.243
1xqp,1.69,0.22479
1xqv,2.3,0.286
1xrg,2.2,0.2248
1xrh,2.25,0.25
1xrq,2.8,0.293
1xs4,2.53,0.22541
1xsz,1.41,0.2251
1xvk,1.26,0.221
1xvs,2.01,0.26585
1xwl,1.7,0.291
1xwm,2.5,0.334
1xwv,1.83,0.257
1xxc,2.8,0.37
1xy2,1.2,
1xyh,2.6,0.236
1xyv,1.79,0.237
1xz3,1.75,0.21046
1xz7,1.9,0.20296
1xz8,2.8,0.3
1xzv,2.11,0.246
1xzz,1.8,0.238
1y0a,2.22,0.237
1y0m,1.2,0.177
1y17,2.4,0.236
1y1d,1.7,0.222
1y1h,1.67,0.17568
1y1m,1.8,0.224
1y1r,2.11,0.219
1y28,2.1,0.287
1y2d,1.7,0.18908
1y2f,2.0,0.228
1y2o,2.2,0.26683
1y3p,2.0,0.255
1y4b,2.1,0.23777
1y4f,2.0,0.21554
1y4l,1.7,0.23955
1y4y,2.0,0.28269
1y56,2.86,0.22557
1y5a,1.4,0.2107
1y65,1.85,0.209
1y6k,2.52,0.279
1y79,2.0,0.2747
1y8l,1.5,0.2021
1y9f,1.6,0.1852
1y9u,1.39,0.18434
1y9z,1.4,0.207
1yb2,2.01,0.24718
1yc1,1.7,0.227
1yce,2.4,0.24595
1yco,2.4,0.283
1ycr,2.6,0.276
1yd0,1.5,0.18456
1yd9,1.6,0.26
1yem,2.3,0.2578
1yf9,2.0,0.21039
1yfd,1.9,0.20601
1yg2,2.2,0.28
1yha,2.5,
1yhl,1.95,0.23223
1yi9,1.7,0.23261
1yj0,2.95,0.286
1yj9,2.8,0.242
1yjg,2.22,0.26486
1yjx,2.8,0.272
1yk3,2.2,0.258
1ykj,2.0,0.265
1ykl,2.25,0.199
1ykn,2.06,0.192
1ykp,2.41,0.211
1ykz,1.8,0.225
1ymc,2.0,
1ymg,2.24,0.303
1ynu,2.25,0.289
1yoj,1.95,0.25811
1yp5,1.68,0.22235
1ypc,1.7,
1ypp,2.4,
1ypr,2.3,0.22
1yq3,2.2,0.223
1yq6,2.4,0.248
1yqx,2.5,0.278
1yrl,2.6,0.266
1yrm,2.5,0.278
1yrr,2.0,0.199
1ysb,1.7,0.189
1yso,1.73,
1ysr,1.78,0.24595
1yt7,2.3,0.251
1ytc,1.8,
1ytj,2.5,0.285
1yts,2.5,
1yu4,1.87,0.21024
1yu7,1.5,0.21
1yve,1.65,0.239
1yvg,2.6,0.2763
1yvh,2.05,0.247
1yvp,2.2,0.238
1yw0,2.7,0.294
1ywh,2.7,0.31526
1ywt,2.4,0.283
1yxq,2.01,0.219
1yy6,1.7,0.23
1yyd,1.45,0.2265
1yyv,2.35,0.2439
1yzx,1.93,0.204
1z2x,2.22,0.22765
1z3d,2.5,0.273
1z50,2.8,0.224
1z5b,2.0,0.20801
1z5y,1.94,0.27
1z62,1.9,0.206
1z6b,2.09,0.222
1z6f,1.6,0.24
1z76,1.85,0.251
1z7b,2.31,0.224
1z7g,1.9,0.254
1z7j,2.2,0.217
1z7x,1.95,0.236
1z8h,2.02,0.19469
1z8j,2.0,0.246
1z9o,1.9,0.26051
1za0,2.0,0.23653
1za4,1.9,0.275
1za5,1.8,0.237
1zap,2.5,
1zbi,1.85,0.248
1zbm,2.3,0.265
1zbr,2.6,0.289
1zbt,2.34,0.275
1zci,1.65,0.25
1zcv,1.98,0.218
1zev,1.58,0.279
1zfm,2.2,0.364
1zib,2.0,
1zij,2.0,
1ziq,1.72,0.225
1zjk,2.18,0.25285
1zjo,1.64,0.226
1zjy,1.05,0.15215
1zk4,1.0,0.1757
1zko,1.65,0.27
1zl0,1.1,0.12082
1zld,1.65,0.18348
1zlf,2.3,0.288
1zlp,2.7,0.24998
1zmn,2.05,0.221
1zn6,1.8,0.23
1znn,2.2,0.19804
1zoh,1.81,0.2208
1zor,2.24,0.22317
1zpd,1.86,0.197
1zq5,1.3,0.19731
1zs6,2.3,0.25536
1ztf,1.99,0.23569
1zui,2.3,0.28
1zvk,2.04,0.2918
1zx7,2.15,0.2923
1zxy,2.56,0.26
1zy4,1.95,0.252
1zyn,2.3,0.26
1zyu,2.9,0.251
1zyv,1.5,0.198
1zz6,2.0,0.325
1zzk,0.95,0.127
211d,1.6,
21jx,2.34,0.27321
227l,2.0,
22ey,2.557,0.2599
22ga,1.94,0.2664
22mj,1.9,0.2462
235d,1.8,
235l,1.9,
236d,1.8,
242d,1.65,
247d,2.8,
247l,1.75,
24ah,2.58,0.2496
24bv,2.45,0.2511
252d,2.3,
253l,2.0,
254d,1.9,0.186
258d,1.58,0.237
25hl,2.85,0.2852
261d,2.4,
267d,2.0,
281d,2.38,
290d,2.5,0.292
29sl,2.0,0.2336
29ta,2.8,0.2261
2a03,2.33,0.2017
2a0f,2.9,0.279
2a0m,1.603,0.1954
2a0u,2.1,0.26378
2a0z,2.4,0.232
2a1l,2.18,0.257
2a2m,1.88,0.165
2a2n,1.65,0.24538
2a2r,1.4,0.213
2a35,1.5,0.20395
2a3k,2.55,0.27466
2a3z,2.078,0.2103
2a48,2.0,0.249
2a4o,1.55,0.19759
2a52,1.7,0.22162
2a56,1.9,0.22638
2a58,2.8,0.222
2a5z,2.015,0.20274
2a7c,1.65,0.182
2a7d,1.66,0.202
2a7e,1.66,0.197
2a83,1.4,0.14955
2a8f,1.35,0.192
2a8u,1.69,0.232
2a9d,1.701,0.187
2a9j,2.0,0.237
2aa1,1.8,0.22
2ab5,2.2,0.265
2abj,2.2,0.257
2ack,2.4,0.257
2acw,2.6,0.28
2ad1,2.0,0.26166
2ad6,1.5,0.177
2adu,1.9,0.355
2ae0,2.0,0.237
2aeb,1.29,0.152
2af9,2.0,0.279
2afn,2.0,0.223
2afy,1.49,0.1713
2ag1,2.58,0.24496
2agw,1.45,0.195
2ahb,2.0,0.248
2ahk,1.71,0.241
2ahp,2.0,0.263
2air,2.0,0.273
2ajc,1.95,0.234
2ajx,1.85,0.255
2ak3,1.85,
2al0,1.6,0.22927
2al1,1.5,0.217
2ald,2.1,0.258
2amf,2.2,0.21542
2ao2,2.07,0.224
2aog,1.1,0.166
2apv,1.9,0.23
2aq7,2.3,0.2279
2aqk,2.3,0.24221
2aqs,1.7,0.203
2ar3,2.2,0.256
2ar8,2.2,0.217
2arb,1.8,0.212
2as1,1.55,0.1995
2at1,2.8,
2atm,2.0,0.215
2atp,2.4,0.294
2atw,2.25,0.27267
2aub,1.7,0.283
2avj,2.39,0.242
2awx,1.8,0.254
2ax2,1.5,0.206
2axp,2.5,0.288
2ay2,2.4,0.234
2ayr,1.9,0.263
2ayt,2.4,0.218
2az3,2.2,0.27074
2azz,2.2,0.245
2b0p,1.5,0.22239
2b14,2.0,0.239
2b1f,1.5,0.28277
2b1y,1.8,0.2207
2b2u,2.95,0.29
2b2y,2.35,0.264
2b4s,2.3,0.239
2b4v,1.8,0.227
2b5g,1.7,0.241
2b7o,2.3,0.22429
2b7z,2.2,0.254
2b8n,2.53,0.246
2b8r,2.6,0.233
2b9j,2.3,0.263
2ba1,2.7,0.275
2bax,1.1,0.156
2bb3,2.27,0.274
2bbq,2.3,
2bc5,2.25,0.277
2bcd,2.1,0.264
2bcs,2.2,0.241
2bd3,1.6,0.201
2bd5,1.8,0.212
2bd7,1.6,0.211
2bdp,1.8,0.276
2be5,2.4,0.274
2bep,1.8,0.22
2beu,1.89,0.211
2bev,1.8,0.17
2bg2,2.4,0.2244
2bg8,2.5,0.2374
2bga,2.7,0.2475
2bgq,2.5,0.249
2bhq,1.4,0.186
2bht,2.1,0.244
2bhz,1.2,0.142
2bia,1.77,0.2316
2bjm,2.15,0.286
2bkm,1.5,0.194
2bks,2.2,0.2844
2bl0,1.75,0.252
2blh,1.77,0.2024
2blv,1.2,0.128
1x9c,2.19,0.263
2bm0,2.4,0.274
2bm7,2.7,0.289
2bm9,2.94,0.329
2bmg,2.7,0.2774
2bmu,2.55,0.241
2bne,2.3,0.2543
2bnj,1.6,0.147
2bnp,2.7,0.249
2bnu,1.4,
2bnz,2.6,0.258
2bo1,1.7,0.24
2bob,2.76,0.251
2bov,2.66,0.274
2bp8,1.9,0.189
2bpy,1.9,
2bq0,2.5,0.273
2br0,2.17,0.266
2br5,2.83,0.301
2bre,2.0,0.256
2bs7,2.1,0.268
2bs9,2.2,0.259
2bsm,2.05,0.244
2bss,2.0,
2bsx,2.0,0.342
2bt2,1.9,0.25
2bto,2.5,0.235
2btu,2.31,0.2491
2bvf,1.92,0.208
2bwh,1.9,0.2325
2bwq,1.41,0.213
2bxk,2.4,0.254
2bxl,2.6,0.242
2bxm,2.5,0.247
2by3,1.5,0.204
2byl,2.15,0.191
2byn,2.02,0.202
2bz9,2.21,0.275
2bzc,1.79,0.25
2bzg,1.58,0.249
2c01,1.24,0.221
2c0h,1.6,0.21
2c0q,2.5,0.246
2c1s,1.75,0.233
2c2a,1.9,0.2752
2c2d,2.57,0.28
2c2e,2.61,0.315
2c2n,1.55,0.218
2c2w,2.0,0.249
2c43,1.93,0.219
2c4t,2.3,0.239
2c51,2.8,0.191
2c58,2.3,0.21
2c59,2.0,0.223
2c62,1.74,0.24
2c63,2.15,0.248
2c6p,2.39,0.251
2c6q,1.7,0.206
2c6r,2.1,
2c76,1.7,0.213
2c7q,1.85,0.21
2c83,1.9,0.2269
2c90,2.25,0.306
2c91,2.3,0.208
2c9r,2.0,0.213
2c9y,2.1,0.274
2cak,1.27,0.1378
2cax,2.9,0.247
2cb4,2.5,0.1938
2cb5,1.85,0.21
2cbd,1.67,
2cbe,1.82,
2cbi,2.25,0.22
2cbz,1.5,0.187
2ccj,1.7,0.221
2cea,2.75,0.262
2cej,2.5,0.2768
2cfe,1.5,0.149
2cfk,1.8,0.165
2cfl,1.8,0.178
2cg0,1.8,0.186
2cga,1.8,
2cgk,2.46,0.2727
2cgr,2.2,
2cgy,2.8,0.32
2chm,1.6,0.2234
2chs,1.9,
2chz,2.6,0.302
2cio,1.5,0.225
2cj0,1.75,0.207
2cj1,1.7,0.229
2ck0,2.2,0.296
2ckd,2.8,0.255
2cl5,1.6,0.178
2cl8,2.8,0.245
2cm3,2.1,0.295
2cns,2.5,0.262
2cv2,2.69,0.26
2cvh,2.2,0.253
2cvq,2.08,0.247
2cvy,2.4,0.263
2cwd,1.9,0.253
2cwm,1.95,0.23692
2cxn,1.4,0.18754
2cxp,1.7,0.20054
2cy5,1.9,0.234
2cyp,1.7,
2cz3,2.3,0.27474
2d0c,2.6,0.274
2d0h,2.1,0.2
2d22,1.7,0.207
2d2o,2.1,0.217
2d3d,1.6,0.25571
2d4d,2.1,0.26543
2d5i,2.2,0.20507
2d62,2.1,0.214
2d7f,2.31,0.22683
2daa,2.1,0.26
2dab,2.0,0.273
2dap,2.2,0.258
2db4,2.4,0.23094
2dbl,2.9,
2dbx,1.7,0.212
2ddk,2.7,0.301
2ddr,1.4,0.234
2de7,2.0,0.238
2dev,2.45,0.288
2dfa,1.9,0.232
2dg6,2.2,0.276
2di4,2.79,0.29903
2dj6,2.1,0.2305
2dkv,2.0,0.22345
2dld,2.7,0.297
2do2,2.6,0.192
2doj,2.4,0.22267
2dr8,2.5,0.257
2ds2,1.7,0.254
2dsw,2.8,0.219
2dts,2.2,0.25064
2dty,2.65,0.239
2du4,2.8,0.269
2du8,2.5,0.27006
2dug,1.4,0.241
2dvn,1.6,0.188
2dvo,2.21,0.229
2dvv,1.8,0.239
2dwy,2.3,0.257
2dx8,2.7,0.25495
2dxa,1.58,0.215
2dxb,2.25,0.198
2dxc,1.9,0.193
2dxd,1.77,0.193
2dxu,1.28,0.2325
2dyk,1.96,0.225
2dyp,2.5,0.278
2e0c,2.0,0.2473
2e1z,1.98,0.22092
2e2y,1.6,0.19543
2e33,2.7,0.28807
2e39,1.3,0.2034
2e3j,2.1,0.276
2e41,1.75,0.208
2e5c,2.2,0.22122
2e6b,2.5,0.23
2e7y,1.97,0.249
2e82,2.7,0.25433
2e8t,2.13,0.25
2e91,2.14,0.249
2e9q,2.2,0.267
2e9t,2.6,0.28931
2ea0,1.4,0.2043
2eau,2.8,0.2718
2eb5,1.7,0.22602
2edc,2.3,
2eex,2.0,0.201
2ef5,2.0,0.236
2eft,2.0,0.24567
2eg3,1.8,0.223
2egn,2.4,0.273
2egt,2.0,0.23
2egv,1.45,0.245
2egy,2.67,0.294
2ehd,2.4,0.255
2ei2,1.69,0.18629
2eiz,1.9,0.253
2ej5,2.0,0.24229
2ejb,2.15,0.259
2ek1,2.0,0.274
2ek3,2.8,0.247
2ekl,1.77,0.22
2ekn,2.05,0.21
2eku,1.4,0.1945
2enu,1.7,0.209
2eo0,2.4,0.312
2ep5,2.4,0.242
2epe,2.5,0.21131
2er6,2.0,
2es9,2.0,0.26
2euh,2.6,0.288
2eve,1.6,0.217
2ewm,2.4,0.256
2ex5,2.2,0.231
2exl,2.35,0.276
2exr,1.702,0.2139
2f08,2.2,0.245
2f0d,2.5,0.1619
2f0j,1.8,0.2508
2f0k,1.9,0.2624
2f0n,1.7,0.2804
2f22,1.42,0.182
2f26,1.58,0.22
2f29,2.921,0.265
2f2x,1.6,0.235
2f3e,2.11,0.237
2f46,1.41,0.228
2f4s,2.8,0.249
2f5j,2.2,0.24323
2f6e,1.85,0.205
2f6g,1.908,0.234
2f6p,2.001,0.2267
2f6w,2.2,0.231
2f70,2.12,0.197
2f7n,2.0,0.22
2f8l,2.2,0.211
2f95,2.2,0.241
2f99,1.9,0.20679
2f9v,2.6,0.264
2fb6,1.46,0.1613
2fbd,1.9,0.19802
2fbm,2.28,0.2527
2fbr,1.46,0.22356
2fby,2.0,0.245
2fc1,2.0,0.25963
2fcp,2.5,0.283
2fcs,1.8,0.23608
2fd0,1.8,0.245
2fda,2.0,0.213
2fef,1.9,0.22201
2feu,1.7,0.238
2ffq,1.78,0.202
2fgk,2.7,0.28022
2fgq,1.45,0.171
2fh2,2.5,0.255
2fhc,1.85,0.214
2fhf,1.65,0.206
2fhq,1.87,0.25347
2fiq,2.25,0.233
2fja,2.0,0.208
2fkd,2.7,0.297
2fkk,1.2,0.1364
2fkl,2.5,0.263
2fkw,2.45,0.25367
2flz,2.75,0.239
